delta_t_degC,uncompensated_drift_nm,itio_gate_voltage_v,thermal_tuning_power_mw,residual_tolerance_nm_q5200_snr25,residual_tolerance_degC_q5200_snr25
13.8,0.994635,1.688684210526316,3.97854,0.16527675440256745,2.293121809262122
14.0,1.00905,1.7131578947368422,4.0362,0.16527675440256745,2.293121809262122
14.200000000000001,1.023465,1.7376315789473686,4.09386,0.16527675440256745,2.293121809262122
14.4,1.0378800000000001,1.762105263157895,4.1515200000000005,0.16527675440256745,2.293121809262122
14.600000000000001,1.0522950000000002,1.7865789473684215,4.209180000000001,0.16527675440256745,2.293121809262122
14.8,1.06671,1.8110526315789475,4.26684,0.16527675440256745,2.293121809262122
15.0,1.0811250000000001,1.835526315789474,4.3245000000000005,0.16527675440256745,2.293121809262122
15.200000000000001,1.0955400000000002,1.8600000000000003,4.382160000000001,0.16527675440256745,2.293121809262122
15.4,1.109955,1.8844736842105265,4.43982,0.16527675440256745,2.293121809262122
15.600000000000001,1.12437,1.908947368421053,4.49748,0.16527675440256745,2.293121809262122
15.8,1.1387850000000002,1.9334210526315794,4.555140000000001,0.16527675440256745,2.293121809262122
16.0,1.1532,1.9578947368421054,4.6128,0.16527675440256745,2.293121809262122
16.2,1.1676149999999998,1.9823684210526313,4.670459999999999,0.16527675440256745,2.293121809262122
16.400000000000002,1.1820300000000001,2.0068421052631584,4.7281200000000005,0.16527675440256745,2.293121809262122
16.6,1.1964450000000002,2.031315789473685,4.785780000000001,0.16527675440256745,2.293121809262122
16.8,1.21086,2.055789473684211,4.84344,0.16527675440256745,2.293121809262122
17.0,1.225275,2.080263157894737,4.9011,0.16527675440256745,2.293121809262122
17.2,1.23969,2.1047368421052632,4.95876,0.16527675440256745,2.293121809262122
17.400000000000002,1.2541050000000002,2.12921052631579,5.016420000000001,0.16527675440256745,2.293121809262122
17.6,1.26852,2.153684210526316,5.07408,0.16527675440256745,2.293121809262122
17.8,1.2829350000000002,2.1781578947368425,5.131740000000001,0.16527675440256745,2.293121809262122
18.0,1.29735,2.2026315789473685,5.1894,0.16527675440256745,2.293121809262122
18.2,1.3117649999999998,2.2271052631578945,5.247059999999999,0.16527675440256745,2.293121809262122
18.400000000000002,1.3261800000000001,2.2515789473684213,5.3047200000000005,0.16527675440256745,2.293121809262122
18.6,1.3405950000000002,2.2760526315789478,5.362380000000001,0.16527675440256745,2.293121809262122
18.8,1.35501,2.3005263157894738,5.42004,0.16527675440256745,2.293121809262122
19.0,1.3694250000000001,2.325,5.4777000000000005,0.16527675440256745,2.293121809262122
19.200000000000003,1.3838400000000002,2.3494736842105266,5.535360000000001,0.16527675440256745,2.293121809262122
19.400000000000002,1.3982550000000002,2.373947368421053,5.593020000000001,0.16527675440256745,2.293121809262122
19.6,1.41267,2.3984210526315795,5.65068,0.16527675440256745,2.293121809262122
19.8,1.4270850000000002,2.422894736842106,5.708340000000001,0.16527675440256745,2.293121809262122
20.0,1.4415,2.447368421052632,5.766,0.16527675440256745,2.293121809262122
20.200000000000003,1.4559150000000003,2.4718421052631587,5.823660000000001,0.16527675440256745,2.293121809262122
20.400000000000002,1.4703300000000001,2.4963157894736847,5.8813200000000005,0.16527675440256745,2.293121809262122
20.6,1.4847450000000002,2.520789473684211,5.938980000000001,0.16527675440256745,2.293121809262122
20.8,1.49916,2.545263157894737,5.99664,0.16527675440256745,2.293121809262122
21.0,1.513575,2.569736842105263,6.0543,0.16527675440256745,2.293121809262122
21.200000000000003,1.5279900000000002,2.59421052631579,6.111960000000001,0.16527675440256745,2.293121809262122
21.400000000000002,1.5424050000000002,2.6186842105263164,6.169620000000001,0.16527675440256745,2.293121809262122
21.6,1.55682,2.6431578947368424,6.22728,0.16527675440256745,2.293121809262122
21.8,1.5712350000000002,2.667631578947369,6.284940000000001,0.16527675440256745,2.293121809262122
22.0,1.58565,2.692105263157895,6.3426,0.16527675440256745,2.293121809262122
22.200000000000003,1.6000650000000003,2.7165789473684216,6.400260000000001,0.16527675440256745,2.293121809262122
22.400000000000002,1.6144800000000001,2.7410526315789476,6.4579200000000005,0.16527675440256745,2.293121809262122
22.6,1.6288950000000002,2.765526315789474,6.515580000000001,0.16527675440256745,2.293121809262122
22.8,1.64331,2.79,6.57324,0.16527675440256745,2.293121809262122
23.0,1.6577250000000001,2.8144736842105265,6.6309000000000005,0.16527675440256745,2.293121809262122
23.200000000000003,1.6721400000000002,2.838947368421053,6.688560000000001,0.16527675440256745,2.293121809262122
23.400000000000002,1.6865550000000002,2.8634210526315793,6.746220000000001,0.16527675440256745,2.293121809262122
23.6,1.70097,2.8878947368421057,6.80388,0.16527675440256745,2.293121809262122
23.8,1.7153850000000002,2.912368421052632,6.861540000000001,0.16527675440256745,2.293121809262122
24.0,1.7298,2.936842105263158,6.9192,0.16527675440256745,2.293121809262122
24.200000000000003,1.7442150000000003,2.961315789473685,6.976860000000001,0.16527675440256745,2.293121809262122
24.400000000000002,1.7586300000000001,2.985789473684211,7.0345200000000006,0.16527675440256745,2.293121809262122
24.6,1.7730450000000002,3.0102631578947374,7.092180000000001,0.16527675440256745,2.293121809262122
24.8,1.78746,3.0347368421052634,7.14984,0.16527675440256745,2.293121809262122
25.0,1.801875,3.0592105263157894,7.2075,0.16527675440256745,2.293121809262122
25.200000000000003,1.8162900000000002,3.0836842105263162,7.265160000000001,0.16527675440256745,2.293121809262122
25.400000000000002,1.8307050000000002,3.1081578947368427,7.322820000000001,0.16527675440256745,2.293121809262122
25.6,1.84512,3.1326315789473687,7.38048,0.16527675440256745,2.293121809262122
25.8,1.8595350000000002,3.157105263157895,7.438140000000001,0.16527675440256745,2.293121809262122
26.0,1.87395,3.181578947368421,7.4958,0.16527675440256745,2.293121809262122
26.200000000000003,1.8883650000000003,3.206052631578948,7.553460000000001,0.16527675440256745,2.293121809262122
26.400000000000002,1.9027800000000001,3.230526315789474,7.6111200000000006,0.16527675440256745,2.293121809262122
26.6,1.9171950000000002,3.2550000000000003,7.668780000000001,0.16527675440256745,2.293121809262122
26.8,1.93161,3.2794736842105268,7.72644,0.16527675440256745,2.293121809262122
27.0,1.9460250000000001,3.303947368421053,7.7841000000000005,0.16527675440256745,2.293121809262122
27.200000000000003,1.9604400000000002,3.3284210526315796,7.841760000000001,0.16527675440256745,2.293121809262122
27.400000000000002,1.9748550000000002,3.352894736842106,7.899420000000001,0.16527675440256745,2.293121809262122
27.6,1.98927,3.377368421052632,7.95708,0.16527675440256745,2.293121809262122
27.8,2.003685,3.401842105263158,8.01474,0.16527675440256745,2.293121809262122
28.0,2.0181,3.4263157894736844,8.0724,0.16527675440256745,2.293121809262122
28.200000000000003,2.032515,3.450789473684211,8.13006,0.16527675440256745,2.293121809262122
28.400000000000002,2.04693,3.4752631578947373,8.18772,0.16527675440256745,2.293121809262122
28.6,2.061345,3.4997368421052637,8.24538,0.16527675440256745,2.293121809262122
28.8,2.0757600000000003,3.52421052631579,8.303040000000001,0.16527675440256745,2.293121809262122
29.0,2.090175,3.5486842105263157,8.3607,0.16527675440256745,2.293121809262122
29.200000000000003,2.1045900000000004,3.573157894736843,8.418360000000002,0.16527675440256745,2.293121809262122
29.400000000000002,2.119005,3.5976315789473685,8.47602,0.16527675440256745,2.293121809262122
29.6,2.13342,3.622105263157895,8.53368,0.16527675440256745,2.293121809262122
29.8,2.147835,3.6465789473684214,8.59134,0.16527675440256745,2.293121809262122
30.0,2.1622500000000002,3.671052631578948,8.649000000000001,0.16527675440256745,2.293121809262122
30.200000000000003,2.1766650000000003,3.695526315789474,8.706660000000001,0.16527675440256745,2.293121809262122
30.400000000000002,2.1910800000000004,3.7200000000000006,8.764320000000001,0.16527675440256745,2.293121809262122
30.6,2.205495,3.7444736842105266,8.82198,0.16527675440256745,2.293121809262122
30.8,2.21991,3.768947368421053,8.87964,0.16527675440256745,2.293121809262122
31.0,2.234325,3.7934210526315795,8.9373,0.16527675440256745,2.293121809262122
31.200000000000003,2.24874,3.817894736842106,8.99496,0.16527675440256745,2.293121809262122
31.400000000000002,2.2631550000000002,3.8423684210526323,9.052620000000001,0.16527675440256745,2.293121809262122
31.6,2.2775700000000003,3.8668421052631587,9.110280000000001,0.16527675440256745,2.293121809262122
31.8,2.291985,3.8913157894736843,9.16794,0.16527675440256745,2.293121809262122
32.0,2.3064,3.9157894736842107,9.2256,0.16527675440256745,2.293121809262122
32.2,2.320815,3.940263157894737,9.28326,0.16527675440256745,2.293121809262122
32.4,2.3352299999999997,3.9647368421052627,9.340919999999999,0.16527675440256745,2.293121809262122
32.6,2.349645,3.98921052631579,9.39858,0.16527675440256745,2.293121809262122
32.800000000000004,2.3640600000000003,4.013684210526317,9.456240000000001,0.16527675440256745,2.293121809262122
33.0,2.378475,4.038157894736842,9.5139,0.16527675440256745,2.293121809262122
33.2,2.3928900000000004,4.06263157894737,9.571560000000002,0.16527675440256745,2.293121809262122
33.4,2.407305,4.087105263157895,9.62922,0.16527675440256745,2.293121809262122
33.6,2.42172,4.111578947368422,9.68688,0.16527675440256745,2.293121809262122
33.800000000000004,2.436135,4.136052631578948,9.74454,0.16527675440256745,2.293121809262122
34.0,2.45055,4.160526315789474,9.8022,0.16527675440256745,2.293121809262122
34.2,2.4649650000000003,4.1850000000000005,9.859860000000001,0.16527675440256745,2.293121809262122
34.4,2.47938,4.2094736842105265,9.91752,0.16527675440256745,2.293121809262122
34.6,2.493795,4.2339473684210525,9.97518,0.16527675440256745,2.293121809262122
34.800000000000004,2.5082100000000005,4.25842105263158,10.032840000000002,0.16527675440256745,2.293121809262122
35.0,2.522625,4.282894736842105,10.0905,0.16527675440256745,2.293121809262122
35.2,2.53704,4.307368421052632,10.14816,0.16527675440256745,2.293121809262122
35.4,2.551455,4.331842105263158,10.20582,0.16527675440256745,2.293121809262122
35.6,2.5658700000000003,4.356315789473685,10.263480000000001,0.16527675440256745,2.293121809262122
35.800000000000004,2.5802850000000004,4.380789473684211,10.321140000000002,0.16527675440256745,2.293121809262122
36.0,2.5947,4.405263157894737,10.3788,0.16527675440256745,2.293121809262122
36.2,2.609115,4.429736842105264,10.43646,0.16527675440256745,2.293121809262122
36.4,2.6235299999999997,4.454210526315789,10.494119999999999,0.16527675440256745,2.293121809262122
36.6,2.637945,4.478684210526317,10.55178,0.16527675440256745,2.293121809262122
36.800000000000004,2.6523600000000003,4.503157894736843,10.609440000000001,0.16527675440256745,2.293121809262122
37.0,2.666775,4.527631578947369,10.6671,0.16527675440256745,2.293121809262122
37.2,2.6811900000000004,4.5521052631578955,10.724760000000002,0.16527675440256745,2.293121809262122
37.4,2.695605,4.5765789473684215,10.78242,0.16527675440256745,2.293121809262122
37.6,2.71002,4.6010526315789475,10.84008,0.16527675440256745,2.293121809262122
37.800000000000004,2.724435,4.625526315789474,10.89774,0.16527675440256745,2.293121809262122
38.0,2.7388500000000002,4.65,10.955400000000001,0.16527675440256745,2.293121809262122
38.2,2.7532650000000003,4.674473684210527,11.013060000000001,0.16527675440256745,2.293121809262122
38.400000000000006,2.7676800000000004,4.698947368421053,11.070720000000001,0.16527675440256745,2.293121809262122
38.6,2.782095,4.723421052631579,11.12838,0.16527675440256745,2.293121809262122
38.800000000000004,2.7965100000000005,4.747894736842106,11.186040000000002,0.16527675440256745,2.293121809262122
39.0,2.810925,4.772368421052632,11.2437,0.16527675440256745,2.293121809262122
39.2,2.82534,4.796842105263159,11.30136,0.16527675440256745,2.293121809262122
39.400000000000006,2.8397550000000003,4.821315789473685,11.359020000000001,0.16527675440256745,2.293121809262122
39.6,2.8541700000000003,4.845789473684212,11.416680000000001,0.16527675440256745,2.293121809262122
39.800000000000004,2.8685850000000004,4.870263157894738,11.474340000000002,0.16527675440256745,2.293121809262122
40.0,2.883,4.894736842105264,11.532,0.16527675440256745,2.293121809262122
